Player	選手	Team	Date	Game	Pitch	Pitches	Velocity	ResultType	Result
Kobukata, Hiroto	小深田 大翔	RAK	2022-04-30	72527	slider	8	131	hit	single
Kobukata, Hiroto	小深田 大翔	RAK	2022-04-30	72527	straight	11	149	hit	single
Asamura, Hideto	浅村 栄斗	RAK	2022-04-30	72527	straight	1	148	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-04-30	72527	curve	2	124	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-04-30	72527	straight	3	153	hit	single
Suzuki, Daichi	鈴木 大地	RAK	2022-04-30	72527	straight	6	156	hit	single
Ishii, Kazunari	石井 一成	NIP	2022-04-30	72528	straight	4	NA	hit	single
Alcantara, Arismendy	アルカンタラ アリスメンディ	NIP	2022-04-30	72528	sinker	7	NA	hit	single
Nomura, Yuki	野村 佑希	NIP	2022-04-30	72528	two-seam	1	NA	hit	double
Matsumoto, Goh	松本 剛	NIP	2022-04-30	72528	two-seam	5	142	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-04-30	72528	sinker	3	NA	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-04-30	72528	slider	6	NA	hit	single
Kiyomiya, Kotaro	清宮 幸太郎	NIP	2022-04-30	72528	sinker	4	NA	hit	single
Asama, Daiki	淺間 大基	NIP	2022-04-30	72528	straight	2	139	hit	double
Takabe, Akito	髙部 瑛斗	LOT	2022-04-30	72528	fork	4	NA	hit	single
Takabe, Akito	髙部 瑛斗	LOT	2022-04-30	72528	change-up	8	NA	hit	single
Takabe, Akito	髙部 瑛斗	LOT	2022-04-30	72528	straight	2	NA	hit	single
Nakamura, Shogo	中村 奨吾	LOT	2022-04-30	72528	slider	1	NA	hit	single
Satoh, Toshiya	佐藤 都志也	LOT	2022-04-30	72528	fork	2	NA	hit	single
Satoh, Toshiya	佐藤 都志也	LOT	2022-04-30	72528	slider	3	NA	hit	single
Laird, Brandon	レアード ブランドン	LOT	2022-04-30	72528	slider	5	NA	hit	single
Yamaguchi, Koki	山口 航輝	LOT	2022-04-30	72528	slider	1	NA	hit	single
Yamaguchi, Koki	山口 航輝	LOT	2022-04-30	72528	cutter	7	NA	hit	single
Yamaguchi, Koki	山口 航輝	LOT	2022-04-30	72528	straight	6	NA	hit	home-run
Miki, Ryo	三木 亮	LOT	2022-04-30	72528	straight	1	NA	hit	single
Matsukawa, Kou	松川 虎生	LOT	2022-04-30	72528	cutter	1	139	hit	double
Genda, Sosuke	源田 壮亮	SEI	2022-04-30	72529	slider	4	122	hit	single
O'Grady, Brian	オグレディ ブライアン	SEI	2022-04-30	72529	straight	1	144	hit	double
Tonosaki, Shuta	外崎 修汰	SEI	2022-04-30	72529	straight	4	140	hit	double
Yamakawa, Hotaka	山川 穂高	SEI	2022-04-30	72529	slider	1	124	hit	single
Yamakawa, Hotaka	山川 穂高	SEI	2022-04-30	72529	cutter	5	140	hit	single
Wu, Nien-ting	呉 念庭	SEI	2022-04-30	72529	straight	1	142	hit	single
Makino, Shoya	牧野 翔矢	SEI	2022-04-30	72529	straight	2	151	hit	triple
Kawano, Ryota	川野 涼多	SEI	2022-04-30	72529	change-up	5	126	hit	single
Kaneko, Yuji	金子 侑司	SEI	2022-04-30	72529	change-up	3	120	hit	single
Sano, Kodai	佐野 皓大	ORX	2022-04-30	72529	straight	3	145	hit	double
Mune, Yuma	宗 佑磨	ORX	2022-04-30	72529	cutter	4	134	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-04-30	72529	slider	8	129	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-04-30	72529	straight	3	143	hit	home-run
Yoshida, Masataka	吉田 正尚	ORX	2022-04-30	72529	slider	4	132	hit	home-run
Ravelo, Rangel	ラベロ ランヘル	ORX	2022-04-30	72529	straight	4	142	hit	single
Valera, Breyvic	バレラ ブレイビック	ORX	2022-04-30	72529	straight	3	145	hit	single
Yanagita, Yuki	柳田 悠岐	SFT	2022-04-01	72458	sinker	1	140	hit	home-run
Gracial, Yurisbel	グラシアル ユリスベル	SFT	2022-04-01	72458	straight	8	149	hit	single
Suzuki, Daichi	鈴木 大地	RAK	2022-04-01	72458	straight	4	154	hit	single
Asamura, Hideto	浅村 栄斗	RAK	2022-04-01	72458	straight	2	156	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-04-01	72458	two-seam	2	139	hit	double
Akaminai, Ginji	赤見内 銀次	RAK	2022-04-01	72458	sinker	1	142	hit	single
Yamasaki, Tsuyoshi	山﨑 剛	RAK	2022-04-01	72458	straight	4	151	hit	single
Yamasaki, Tsuyoshi	山﨑 剛	RAK	2022-04-01	72458	sinker	1	139	hit	single
Genda, Sosuke	源田 壮亮	SEI	2022-04-01	72459	sinker	4	NA	hit	single
Genda, Sosuke	源田 壮亮	SEI	2022-04-01	72459	sinker	2	NA	hit	double
Wu, Nien-ting	呉 念庭	SEI	2022-04-01	72459	sinker	5	NA	hit	single
Kishi, Junichiro	岸 潤一郎	SEI	2022-04-01	72459	straight	3	NA	hit	single
Takabe, Akito	髙部 瑛斗	LOT	2022-04-01	72459	slider	5	NA	hit	single
Takabe, Akito	髙部 瑛斗	LOT	2022-04-01	72459	cutter	4	NA	hit	single
Fujiwara, Kyota	藤原 恭大	LOT	2022-04-01	72459	slider	3	NA	hit	single
Fujiwara, Kyota	藤原 恭大	LOT	2022-04-01	72459	slider	3	NA	hit	single
Laird, Brandon	レアード ブランドン	LOT	2022-04-01	72459	slider	5	NA	hit	single
Yasuda, Hisanori	安田 尚憲	LOT	2022-04-01	72459	fork	4	NA	hit	single
Fujioka, Yudai	藤岡 裕大	LOT	2022-04-01	72459	fork	6	NA	hit	single
Kori, Takuya	郡 拓也	NIP	2022-04-01	72460	straight	1	NA	hit	single
Kori, Takuya	郡 拓也	NIP	2022-04-01	72460	shoot	4	139	hit	single
Asama, Daiki	淺間 大基	NIP	2022-04-01	72460	fork	1	136	hit	single
Imagawa, Yuma	今川 優馬	NIP	2022-04-01	72460	straight	4	NA	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-04-01	72460	straight	5	146	hit	single
Kurebayashi, Kotaro	紅林 弘太郎	ORX	2022-04-01	72460	straight	1	142	hit	single
Kurebayashi, Kotaro	紅林 弘太郎	ORX	2022-04-01	72460	straight	1	150	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-04-01	72460	slider	4	126	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-04-01	72460	straight	1	150	hit	double
Sugimoto, Yutaro	杉本 裕太郎	ORX	2022-04-01	72460	straight	3	141	hit	single
Valera, Breyvic	バレラ ブレイビック	ORX	2022-04-01	72460	change-up	3	123	hit	single
Ravelo, Rangel	ラベロ ランヘル	ORX	2022-04-01	72460	straight	4	137	hit	double
Ravelo, Rangel	ラベロ ランヘル	ORX	2022-04-01	72460	straight	5	146	hit	single
Ohta, Ryo	太田 椋	ORX	2022-04-01	72460	slider	1	129	hit	double
Suzuki, Shohei	鈴木 将平	SEI	2022-04-02	72462	fork	5	NA	hit	single
O'Grady, Brian	オグレディ ブライアン	SEI	2022-04-02	72462	curve	2	NA	hit	single
Yamada, Haruka	山田 遙楓	SEI	2022-04-02	72462	straight	2	NA	hit	single
Witte, Jansen	ウィティ ジャンセン	SEI	2022-04-02	72462	straight	1	NA	hit	single
Genda, Sosuke	源田 壮亮	SEI	2022-04-02	72462	fork	5	NA	hit	single
Kuriyama, Takumi	栗山 巧	SEI	2022-04-02	72462	straight	4	NA	hit	single
Kishi, Junichiro	岸 潤一郎	SEI	2022-04-02	72462	straight	3	NA	hit	single
Kishi, Junichiro	岸 潤一郎	SEI	2022-04-02	72462	straight	5	NA	hit	single
Takabe, Akito	髙部 瑛斗	LOT	2022-04-02	72462	split-finger	5	NA	hit	single
Nakamura, Shogo	中村 奨吾	LOT	2022-04-02	72462	straight	2	NA	hit	single
Nakamura, Shogo	中村 奨吾	LOT	2022-04-02	72462	slider	2	NA	hit	single
Martin, Leonys	マーティン レオネス	LOT	2022-04-02	72462	straight	5	NA	hit	single
Satoh, Toshiya	佐藤 都志也	LOT	2022-04-02	72462	straight	3	NA	hit	single
Satoh, Toshiya	佐藤 都志也	LOT	2022-04-02	72462	slider	4	NA	hit	single
Laird, Brandon	レアード ブランドン	LOT	2022-04-02	72462	straight	4	148	hit	single
Laird, Brandon	レアード ブランドン	LOT	2022-04-02	72462	change-up	5	NA	hit	home-run
Laird, Brandon	レアード ブランドン	LOT	2022-04-02	72462	slider	3	126	hit	single
Yamaguchi, Koki	山口 航輝	LOT	2022-04-02	72462	straight	3	NA	hit	single
Hechavarria, Adeiny	エチェバリア アデイニー	LOT	2022-04-02	72462	straight	2	NA	hit	single
Yasuda, Hisanori	安田 尚憲	LOT	2022-04-02	72462	straight	1	NA	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-04-02	72463	straight	5	154	hit	double
Alcantara, Arismendy	アルカンタラ アリスメンディ	NIP	2022-04-02	72463	straight	4	151	hit	single
Kondoh, Kensuke	近藤 健介	NIP	2022-04-02	72463	slider	2	134	hit	single
Wang, Po-Jung	王 柏融	NIP	2022-04-02	72463	fork	3	NA	hit	single
Asama, Daiki	淺間 大基	NIP	2022-04-02	72463	fork	4	145	hit	double
Fukuda, Shuhei	福田 周平	ORX	2022-04-02	72463	straight	5	145	hit	single
Mune, Yuma	宗 佑磨	ORX	2022-04-02	72463	nuckle-curve	1	107	hit	single
Mune, Yuma	宗 佑磨	ORX	2022-04-02	72463	straight	3	NA	hit	single
Kurebayashi, Kotaro	紅林 弘太郎	ORX	2022-04-02	72463	cutter	5	142	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-04-02	72463	split-finger	2	139	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-04-02	72463	fork	3	125	hit	single
Sugimoto, Yutaro	杉本 裕太郎	ORX	2022-04-02	72463	cutter	6	137	hit	single
Valera, Breyvic	バレラ ブレイビック	ORX	2022-04-02	72463	straight	5	147	hit	single
Gotoh, Shunta	後藤 駿太	ORX	2022-04-02	72463	slider	7	126	hit	single
Gotoh, Shunta	後藤 駿太	ORX	2022-04-02	72463	cutter	1	142	hit	single
Ohta, Ryo	太田 椋	ORX	2022-04-02	72463	straight	4	150	hit	single
O'Grady, Brian	オグレディ ブライアン	SEI	2022-04-03	72465	straight	5	NA	hit	single
Genda, Sosuke	源田 壮亮	SEI	2022-04-03	72465	fork	4	NA	hit	triple
Kuriyama, Takumi	栗山 巧	SEI	2022-04-03	72465	straight	3	NA	hit	double
Yamada, Haruka	山田 遙楓	SEI	2022-04-03	72465	straight	2	NA	hit	single
Suzuki, Shohei	鈴木 将平	SEI	2022-04-03	72465	straight	4	NA	hit	double
Takabe, Akito	髙部 瑛斗	LOT	2022-04-03	72465	shoot	4	NA	hit	single
Fujiwara, Kyota	藤原 恭大	LOT	2022-04-03	72465	straight	2	NA	hit	single
Laird, Brandon	レアード ブランドン	LOT	2022-04-03	72465	cutter	6	NA	hit	double
Yasuda, Hisanori	安田 尚憲	LOT	2022-04-03	72465	straight	6	NA	hit	single
Hirasawa, Taiga	平沢 大河	LOT	2022-04-03	72465	straight	2	NA	hit	single
Hirasawa, Taiga	平沢 大河	LOT	2022-04-03	72465	straight	2	NA	hit	single
Ikeda, Raito	池田 来翔	LOT	2022-04-03	72465	slider	2	NA	hit	double
Matsukawa, Kou	松川 虎生	LOT	2022-04-03	72465	slider	5	NA	hit	double
Kondoh, Kensuke	近藤 健介	NIP	2022-04-03	72466	slider	4	130	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-04-03	72466	straight	2	148	hit	double
Matsumoto, Goh	松本 剛	NIP	2022-04-03	72466	curve	5	101	hit	single
Watanabe, Ryo	渡邉 諒	NIP	2022-04-03	72466	straight	5	143	hit	double
Imagawa, Yuma	今川 優馬	NIP	2022-04-03	72466	slider	3	NA	hit	home-run
Ishii, Kazunari	石井 一成	NIP	2022-04-03	72466	slider	2	124	hit	single
Ishii, Kazunari	石井 一成	NIP	2022-04-03	72466	slider	2	127	hit	single
Mannami, Chusei	万波 中正	NIP	2022-04-03	72466	slider	3	125	hit	double
Kiyomiya, Kotaro	清宮 幸太郎	NIP	2022-04-03	72466	straight	3	147	hit	single
Sano, Kodai	佐野 皓大	ORX	2022-04-03	72466	slider	4	126	hit	single
Sano, Kodai	佐野 皓大	ORX	2022-04-03	72466	straight	5	140	hit	home-run
Fukuda, Shuhei	福田 周平	ORX	2022-04-03	72466	slider	3	124	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-04-03	72466	slider	2	125	hit	single
Fushimi, Torai	伏見 寅威	ORX	2022-04-03	72466	straight	5	143	hit	single
Takabe, Akito	髙部 瑛斗	LOT	2022-04-05	72467	fork	1	139	hit	single
Takabe, Akito	髙部 瑛斗	LOT	2022-04-05	72467	slider	1	133	hit	single
Martin, Leonys	マーティン レオネス	LOT	2022-04-05	72467	straight	3	146	hit	single
Satoh, Toshiya	佐藤 都志也	LOT	2022-04-05	72467	change-up	2	133	hit	single
Laird, Brandon	レアード ブランドン	LOT	2022-04-05	72467	straight	5	147	hit	single
Yasuda, Hisanori	安田 尚憲	LOT	2022-04-05	72467	straight	2	151	hit	single
Hechavarria, Adeiny	エチェバリア アデイニー	LOT	2022-04-05	72467	two-seam	3	142	hit	single
Hechavarria, Adeiny	エチェバリア アデイニー	LOT	2022-04-05	72467	straight	5	149	hit	single
Fujioka, Yudai	藤岡 裕大	LOT	2022-04-05	72467	straight	3	146	hit	single
Kondoh, Kensuke	近藤 健介	NIP	2022-04-05	72467	curve	1	106	hit	single
Nunez, Renato	ヌニエス レナート	NIP	2022-04-05	72467	straight	5	149	hit	single
Watanabe, Ryo	渡邉 諒	NIP	2022-04-05	72467	straight	7	145	hit	single
Nomura, Yuki	野村 佑希	NIP	2022-04-05	72467	slider	4	135	hit	single
Nomura, Yuki	野村 佑希	NIP	2022-04-05	72467	straight	1	145	hit	single
Ishii, Kazunari	石井 一成	NIP	2022-04-05	72467	change-up	6	137	hit	single
Suzuki, Shohei	鈴木 将平	SEI	2022-04-05	72468	split-finger	5	141	hit	single
Suzuki, Shohei	鈴木 将平	SEI	2022-04-05	72468	split-finger	3	139	hit	home-run
Suzuki, Shohei	鈴木 将平	SEI	2022-04-05	72468	two-seam	1	144	hit	single
Genda, Sosuke	源田 壮亮	SEI	2022-04-05	72468	split-finger	1	135	hit	single
Nakamura, Takeya	中村 剛也	SEI	2022-04-05	72468	slider	3	131	hit	double
Kuriyama, Takumi	栗山 巧	SEI	2022-04-05	72468	straight	2	143	hit	single
Kishi, Junichiro	岸 潤一郎	SEI	2022-04-05	72468	cutter	3	142	hit	single
Tsuge, Sena	柘植 世那	SEI	2022-04-05	72468	cutter	6	143	hit	single
Tsuge, Sena	柘植 世那	SEI	2022-04-05	72468	two-seam	4	140	hit	single
Wu, Nien-ting	呉 念庭	SEI	2022-04-05	72468	straight	3	148	hit	home-run
Nishikawa, Haruki	西川 遥輝	RAK	2022-04-05	72468	straight	3	144	hit	single
Asamura, Hideto	浅村 栄斗	RAK	2022-04-05	72468	straight	3	140	hit	single
Asamura, Hideto	浅村 栄斗	RAK	2022-04-05	72468	straight	2	147	hit	double
Suzuki, Daichi	鈴木 大地	RAK	2022-04-05	72468	straight	5	146	hit	double
Suzuki, Daichi	鈴木 大地	RAK	2022-04-05	72468	slider	1	NA	hit	single
Suzuki, Daichi	鈴木 大地	RAK	2022-04-05	72468	curve	6	111	hit	single
Marmolejos, Jose	マルモレホス ホセ	RAK	2022-04-05	72468	slider	4	NA	hit	single
Sumitani, Ginjiro	炭谷 銀仁朗	RAK	2022-04-05	72468	slider	5	131	hit	single
Fukuda, Shuhei	福田 周平	ORX	2022-04-05	72469	straight	2	NA	hit	single
Fukuda, Shuhei	福田 周平	ORX	2022-04-05	72469	straight	1	142	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-04-05	72469	straight	4	NA	hit	double
Sugimoto, Yutaro	杉本 裕太郎	ORX	2022-04-05	72469	straight	1	146	hit	home-run
Gotoh, Shunta	後藤 駿太	ORX	2022-04-05	72469	straight	1	147	hit	single
Ohta, Ryo	太田 椋	ORX	2022-04-05	72469	straight	1	146	hit	double
Mimori, Masaki	三森 大貴	SFT	2022-04-05	72469	straight	3	147	hit	home-run
Mimori, Masaki	三森 大貴	SFT	2022-04-05	72469	slider	7	129	hit	single
Yanagimachi, Tatsuru	柳町 達	SFT	2022-04-05	72469	straight	4	NA	hit	single
Yanagimachi, Tatsuru	柳町 達	SFT	2022-04-05	72469	slider	3	129	hit	single
Yanagita, Yuki	柳田 悠岐	SFT	2022-04-05	72469	fork	6	NA	hit	single
Gracial, Yurisbel	グラシアル ユリスベル	SFT	2022-04-05	72469	straight	2	150	hit	single
Imamiya, Kenta	今宮 健太	SFT	2022-04-05	72469	straight	2	NA	hit	double
Kai, Takuya	甲斐 拓也	SFT	2022-04-05	72469	fork	1	NA	hit	single
Satoh, Toshiya	佐藤 都志也	LOT	2022-04-06	72470	slider	6	123	hit	single
Satoh, Toshiya	佐藤 都志也	LOT	2022-04-06	72470	cutter	2	131	hit	single
Laird, Brandon	レアード ブランドン	LOT	2022-04-06	72470	straight	7	151	hit	single
Yamaguchi, Koki	山口 航輝	LOT	2022-04-06	72470	fork	6	133	hit	single
Hechavarria, Adeiny	エチェバリア アデイニー	LOT	2022-04-06	72470	straight	1	149	hit	single
Nomura, Yuki	野村 佑希	NIP	2022-04-06	72470	straight	3	144	hit	home-run
Nomura, Yuki	野村 佑希	NIP	2022-04-06	72470	two-seam	4	136	hit	single
Mannami, Chusei	万波 中正	NIP	2022-04-06	72470	slider	2	131	hit	single
Kondoh, Kensuke	近藤 健介	NIP	2022-04-06	72470	straight	4	142	hit	single
Kondoh, Kensuke	近藤 健介	NIP	2022-04-06	72470	straight	3	154	hit	single
Kiyomiya, Kotaro	清宮 幸太郎	NIP	2022-04-06	72470	straight	6	142	hit	home-run
Nunez, Renato	ヌニエス レナート	NIP	2022-04-06	72470	two-seam	5	131	hit	single
Nunez, Renato	ヌニエス レナート	NIP	2022-04-06	72470	straight	7	NA	hit	single
Ishii, Kazunari	石井 一成	NIP	2022-04-06	72470	straight	1	145	hit	single
Usami, Shingo	宇佐見 真吾	NIP	2022-04-06	72470	straight	2	146	hit	single
O'Grady, Brian	オグレディ ブライアン	SEI	2022-04-06	72471	curve	4	111	hit	single
Tonosaki, Shuta	外崎 修汰	SEI	2022-04-06	72471	straight	3	139	hit	home-run
Kishi, Junichiro	岸 潤一郎	SEI	2022-04-06	72471	slider	3	123	hit	home-run
Makino, Shoya	牧野 翔矢	SEI	2022-04-06	72471	curve	4	110	hit	single
Nishikawa, Haruki	西川 遥輝	RAK	2022-04-06	72471	straight	2	144	hit	home-run
Nishikawa, Haruki	西川 遥輝	RAK	2022-04-06	72471	straight	1	143	hit	single
Asamura, Hideto	浅村 栄斗	RAK	2022-04-06	72471	cutter	2	139	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-04-06	72471	straight	4	147	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-04-06	72471	change-up	2	131	hit	double
Suzuki, Daichi	鈴木 大地	RAK	2022-04-06	72471	straight	3	142	hit	double
Suzuki, Daichi	鈴木 大地	RAK	2022-04-06	72471	straight	1	140	hit	single
Tatsumi, Ryosuke	辰己 涼介	RAK	2022-04-06	72471	slider	4	128	hit	single
Sano, Kodai	佐野 皓大	ORX	2022-04-06	72472	slider	5	126	hit	single
Gotoh, Shunta	後藤 駿太	ORX	2022-04-06	72472	fork	5	137	hit	triple
Valera, Breyvic	バレラ ブレイビック	ORX	2022-04-06	72472	straight	4	147	hit	single
Gibo, Sho	宜保 翔	ORX	2022-04-06	72472	cutter	6	143	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-04-06	72472	straight	2	142	hit	double
Yoshida, Masataka	吉田 正尚	ORX	2022-04-06	72472	slider	5	130	hit	single
Fukuda, Shuhei	福田 周平	ORX	2022-04-06	72472	straight	2	141	hit	single
Fukuda, Shuhei	福田 周平	ORX	2022-04-06	72472	two-seam	3	145	hit	single
Mimori, Masaki	三森 大貴	SFT	2022-04-06	72472	straight	2	142	hit	single
Nomura, Isami	野村 勇	SFT	2022-04-06	72472	fork	5	136	hit	single
Makihara, Taisei	牧原 大成	SFT	2022-04-06	72472	straight	2	145	hit	single
Uebayashi, Seiji	上林 誠知	SFT	2022-04-06	72472	fork	5	137	hit	single
Fukuda, Shuhei	福田 周平	ORX	2022-04-07	72473	straight	3	NA	hit	single
Valera, Breyvic	バレラ ブレイビック	ORX	2022-04-07	72473	straight	1	NA	hit	home-run
Kurebayashi, Kotaro	紅林 弘太郎	ORX	2022-04-07	72473	cutter	3	137	hit	single
Tongu, Yuma	頓宮 裕真	ORX	2022-04-07	72473	nuckle-curve	1	NA	hit	single
Tongu, Yuma	頓宮 裕真	ORX	2022-04-07	72473	straight	4	148	hit	single
Tongu, Yuma	頓宮 裕真	ORX	2022-04-07	72473	straight	4	147	hit	single
Mimori, Masaki	三森 大貴	SFT	2022-04-07	72473	slider	2	113	hit	home-run
Mimori, Masaki	三森 大貴	SFT	2022-04-07	72473	straight	5	144	hit	single
Makihara, Taisei	牧原 大成	SFT	2022-04-07	72473	straight	5	143	hit	single
Makihara, Taisei	牧原 大成	SFT	2022-04-07	72473	slider	1	130	hit	single
Makihara, Taisei	牧原 大成	SFT	2022-04-07	72473	straight	1	148	hit	triple
Gracial, Yurisbel	グラシアル ユリスベル	SFT	2022-04-07	72473	straight	3	151	hit	single
Nakamura, Akira	中村 晃	SFT	2022-04-07	72473	straight	5	151	hit	single
Matsuda, Nobuhiro	松田 宣浩	SFT	2022-04-07	72473	straight	5	145	hit	single
Matsuda, Nobuhiro	松田 宣浩	SFT	2022-04-07	72473	cutter	2	136	hit	triple
Imamiya, Kenta	今宮 健太	SFT	2022-04-07	72473	straight	7	142	hit	single
Kai, Takuya	甲斐 拓也	SFT	2022-04-07	72473	straight	5	149	hit	single
Nishikawa, Haruki	西川 遥輝	RAK	2022-04-08	72474	straight	4	146	hit	single
Yamasaki, Tsuyoshi	山﨑 剛	RAK	2022-04-08	72474	straight	3	144	hit	single
Marmolejos, Jose	マルモレホス ホセ	RAK	2022-04-08	72474	straight	1	NA	hit	single
Sumitani, Ginjiro	炭谷 銀仁朗	RAK	2022-04-08	72474	straight	6	147	hit	single
Sumitani, Ginjiro	炭谷 銀仁朗	RAK	2022-04-08	72474	straight	5	146	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-04-08	72474	slider	3	NA	hit	single
Usami, Shingo	宇佐見 真吾	NIP	2022-04-08	72474	straight	3	145	hit	single
Usami, Shingo	宇佐見 真吾	NIP	2022-04-08	72474	slider	2	137	hit	single
Ueno, Kyohei	上野 響平	NIP	2022-04-08	72474	cutter	2	133	hit	double
Mimori, Masaki	三森 大貴	SFT	2022-04-08	72475	fork	7	NA	hit	double
Mimori, Masaki	三森 大貴	SFT	2022-04-08	72475	slider	4	130	hit	single
Nomura, Isami	野村 勇	SFT	2022-04-08	72475	straight	7	151	hit	double
Nomura, Isami	野村 勇	SFT	2022-04-08	72475	slider	6	138	hit	single
Makihara, Taisei	牧原 大成	SFT	2022-04-08	72475	straight	3	NA	hit	single
Makihara, Taisei	牧原 大成	SFT	2022-04-08	72475	straight	2	141	hit	home-run
Nakamura, Akira	中村 晃	SFT	2022-04-08	72475	straight	5	NA	hit	single
Nakamura, Akira	中村 晃	SFT	2022-04-08	72475	cutter	4	140	hit	single
Yanagimachi, Tatsuru	柳町 達	SFT	2022-04-08	72475	fork	3	143	hit	single
Yanagimachi, Tatsuru	柳町 達	SFT	2022-04-08	72475	fork	1	NA	hit	double
Galvis, Freddy	ガルビス フレディ	SFT	2022-04-08	72475	fork	5	141	hit	single
Uebayashi, Seiji	上林 誠知	SFT	2022-04-08	72475	fork	1	140	hit	single
Uebayashi, Seiji	上林 誠知	SFT	2022-04-08	72475	fork	4	142	hit	single
Suzuki, Shohei	鈴木 将平	SEI	2022-04-08	72475	straight	2	156	hit	single
Tonosaki, Shuta	外崎 修汰	SEI	2022-04-08	72475	straight	9	155	hit	single
Tsuge, Sena	柘植 世那	SEI	2022-04-08	72475	curve	2	116	hit	double
Yoshida, Masataka	吉田 正尚	ORX	2022-04-08	72476	straight	4	142	hit	single
Valera, Breyvic	バレラ ブレイビック	ORX	2022-04-08	72476	straight	3	NA	hit	single
Kurebayashi, Kotaro	紅林 弘太郎	ORX	2022-04-08	72476	straight	5	143	hit	single
